Article Id,Article Title,Answer,Topic,Public,Created Time,Modified Time
422353000005628297,Do you report my CE credit to my licensing board?,"Zur Institute generally does not report your CE credits or course completions to your licensing boards. The exception to this is Florida and CEBroker, as we do report dates of completions to CEBroker approximately every two weeks, presuming you have added your license # to your profile. For all other boards, Zur Institute provides you with a 
certificate of completion that you will have to submit to your licensing
 board if you are required to do so.",Certificates and Reporting of CE Credit Hours To Licensing Boards,True,2019-08-18 09:54:59,2021-09-23 20:36:10
422353000005628299,How long should CA psychologists keep their CE records?,"On the BOP website (FAQ for Licensees) it says: 5. How long do I need to keep my CE records? A: CE records should be kept for a minimum of two to three renewal 
cycles (4-6 years.) If you practice in an area where a complaint could 
be filed at an even later date (e.g., child custody evaluators) we 
recommend that you keep records for a longer period of time. Learn more about or subscribe to CPA's CE Banking Service",Certificates and Reporting of CE Credit Hours To Licensing Boards,True,2019-08-18 09:55:31,2019-08-18 09:55:37
422353000005628301,How long is Zur Institute required to keep CE records of students?,"The CA Code of Regulations for Continuing Education says: Section 1397.65. Requirements for Approved Providers (such as Zur 
Institute).
(f) The approved provider shall be required to maintain attendance 
records for three (3) years for each continuing education course.",Certificates and Reporting of CE Credit Hours To Licensing Boards,True,2019-08-18 09:56:00,2019-08-18 09:56:05
422353000015792773,Which 'approval agency' is Zur Institute listed with for MFT's in CA?,"California LMFTs: Zur Institute courses meet the qualifications for CE credits for LMFTs in CA as required by CA BBS . As of 7/1/17 per BBS: “The new regulations designate approval agencies recognized by the Board [added: such as NASW, ASWB, NBCC and APA] to approve CE providers, courses, and instructors.” Zur Institute is 
approved by ASWB, NBCC, and APA, so BBS will continue to accept Zur 
Institute’s continuing education courses. 

See https://www.zurinstitute.com/licensing-board-approvals/#marriage and from BBS https://www.bbs.ca.gov/licensees/cont_ed.html Where to Find CE Courses As of 7/1/17, the Board no longer keeps a list of valid CE Providers (See New Continuing Education (CE) Regulation FAQ's for Licensees for details). Licensees are responsible for finding and verifying a CE 
Provider is approved by an approval agency accepted by the BBS. The 
Board does not have the ability to verify if a provider’s approval is in
 good standing or not. Please refer to the sections below for places to 
find CE courses. CE Approval Agencies The following organizations are recognized by the Board as approval agencies for CE Providers: American Psychological Association (APA) Association of Social Work Boards (ASWB) California Association of Marriage and Family Therapists (CAMFT) California Psychological Association (CPA) National Association of School Psychologists (NASP) National Association of Social Workers (NASW) National Board of Certified Counselors (NBCC) We hope this all explains that there are no provider numbers for the California Board of Behavioral Sciences since 2017.",Certificates and Reporting of CE Credit Hours To Licensing Boards,False,2021-08-04 20:21:25,2021-08-04 20:23:04
422353000048882001,Zur Institute's Board Approvals,"The Licensing Board Approvals for Zur Institute can be found at the link below. If you have questions on specific course approval, it is encouraged that you contact your board for confirmation. https://www.zurinstitute.com/licensing-board-approvals/",Licensing Requirements And Required Courses,True,2023-11-26 20:11:30,2023-11-26 20:13:56
422353000050017001,Understanding the new Continuing Professional Development (CPD),"Hello, Below is a short video explaining the new CPD requirements for Psychologists in California. https://vimeo.com/897243457/d6f789aaf4?share=copy Also, a link to the BOP website. https://psychology.ca.gov/licensees/ce_faqs.shtml Thank you! Zur Institute Support Team",Licensing Requirements And Required Courses,True,2023-12-21 23:45:29,2023-12-21 23:52:52
422353000005628329,I have a disability. Would you help me?,"It is the policy of Zur Institute to make every reasonable effort 
to provide qualified students with disabilities with the opportunity to 
take full advantage of its programs. To that end, all  courses have 
transcripts. Also, in addition to all webpages and course material, all 
posttests and evaluations are accessible by the visually-impaired. If you have a disability, please contact us ahead of time so we can make
 sure to accommodate our program to your specific needs. For more 
details, go our ADA Policy .",Disability And Other Restrictions,True,2019-08-18 12:29:17,2023-02-02 23:50:49
422353000005628303,Can I repeat a course I've already taken from ZI?,"Retaking a course you have previously taken is not possible unless the course has been updated. You can check if the course has been updated by looking at the course number and comparing it to the course number in your account. 
The course number can be found at the bottom of the Course Overview page & you can find it on your My Courses page (example provided below). If you would like to retake a course that has not been updated, you do have the option to create another account with a different email address.",Additional Questions,True,2019-08-18 09:56:27,2023-03-16 22:37:13
422353000005628347,Who holds the copyrights to the course material?,"Unless stated otherwise, all of  Zur Institute, Inc.'s web pages are 
copyrighted material and are not to be sold, distributed or shared by 
electronic or any other means. As stated on the web pages, someone other
 than  Zur Institute, Inc. can hold copyrights to some of the articles 
in the online courses. Permission to reproduce these articles must be 
obtained from the holder of the copyright of the article. Zur Institute,
 Inc. has two types of web pages on this site: The first type is the 
publicly accessible web pages and the other type is the restricted web 
pages. The latter are the web pages that are accessible only after 
readers have paid for an online catalog item or an online course. Zur 
Institute, Inc.'s publicly accessible web pages are accessible to anyone
 and may be used or reproduced for the sole use of the individual 
reader. Links to Zur Institute, Inc.'s publicly accessible pages can be 
posted on the web, unless these links are part of operations that are 
generating profit by using the material. In this case written permission
 from Zur Institute, Inc. is required. Posting the links to the 
restricted, non-publicly accessible web pages is not permitted. The 
written permission of the author is required for any other reproduction,
 transmission or use of the material or portion of the material.",Additional Questions,True,2019-08-18 12:42:24,2019-08-18 12:42:31
422353000005628349,How long do you keep records of my online courses?,"We keep records as required of us by the accrediting agencies, which is at least six years.",Additional Questions,True,2019-08-18 12:42:56,2022-12-08 21:57:14
422353000011921302,Can I take courses if I am not a mental health professional?,"Anyone may take our courses, although 
they are geared toward continuing education for mental health 
professional to maintain their licensure. You will need to create an account with ZI. Once your account has been created you can select your course of interest. Sign Up – Zur Institute",Additional Questions,True,2021-03-21 20:48:30,2023-03-16 23:08:52
422353000036964001,Most Commonly asked Questions,Please click on the links below to watch a short tutorial. Accessing Course Content: Accessing Course Content (vimeo.com) Navigating through a course: Navigating through a course Posttest Information: Posttest Info (vimeo.com) My Courses Overview: My Courses Overview (vimeo.com) Paying for courses: Paying for course (vimeo.com) Printing a Certificate of Completion: Print a Certificate of Completion (vimeo.com) Printing a Posttest: Printing Posttest (vimeo.com) Accessing a Webinar and the handouts: Webinar access & handouts (vimeo.com) Accessing Post Webinar Activities: https://vimeo.com/861542666/d87945ad1b?share=copy Purchasing with Tokens: Purchase with Tokens (vimeo.com) Turning on Closed Captioning to a video: Turning on Closed Captioning (vimeo.com) Accessing Courses using an iPhone: Accessing course content on phone (vimeo.com) Where can I find the Licensing Board Approvals for Zur Institute: https://www.zurinstitute.com/licensing-board-approvals/ Understand the new CPD- California Psychologists: https://vimeo.com/897243457/d6f789aaf4?share=copy,Additional Questions,True,2023-03-15 02:36:49,2024-07-30 00:31:57
422353000047736001,Need to change your Username but no longer have access to your email address?,"If you created your account with an email address you no longer have access to and the system is asking you to reset your password, please contact Customer Support . We will be happy to make the necessary changes for you.",Additional Questions,True,2023-11-01 01:23:40,2023-11-01 01:25:59
422353000062416001,What does the Membership Program consist of?,"24 CE credits for any courses of your choosing* One Webinar on any topic, any length 15% savings on all additional courses, webinars, and
certificate programs Members-only discounts on live-interactive trainings Free or reduced rates on non-CE Events Exclusive offers from our affiliate partners. 20% savings on Certificate Programs",Additional Questions,False,2024-11-04 22:25:26,2024-11-04 23:04:10
422353000062416041,How do I use this membership?,"Upon purchase, you can add courses/webinars to your account
until you have used up all your allocated CE hours. The system keeps track of
what you’ve used and will automatically add items at no cost. After all the CE
hours are used, you’ll see the discount applied to any additional
course/webinars. For all other benefits including trainings, non-CE events,
etc, the system will automatically apply your discount.",Additional Questions,False,2024-11-04 22:28:51,2024-11-04 23:03:40
422353000062416083,"If I have more than one account, can I split the benefits between both accounts?","You must log into the account you used to register for the
membership in order to receive your benefits. The membership benefits will not be split.",Additional Questions,False,2024-11-04 22:29:44,2024-11-04 23:03:13
422353000062416125,What if I want to purchase additional courses/webinars after using up all my CEs?,"For the duration of your membership, you will automatically
receive the membership discount on all courses and webinars.",Additional Questions,False,2024-11-04 22:32:47,2024-11-04 23:02:48
422353000062416165,Does it matter which webinar(s) I choose as part of my member benefits?,"You can pick any webinar of your choosing, regardless of the
number of CEs.",Additional Questions,False,2024-11-04 22:37:28,2024-11-04 23:02:21
422353000062416201,What if I have leftover CEs at the end of the membership?,"Any unused benefits will expire at the end of the membership
period.",Additional Questions,False,2024-11-04 22:37:56,2024-11-04 23:01:55
422353000062416241,What if I do not have enough CEs remaining to purchase a course I want?,"At this time, we have no way of applying remaining CEs to
the cost of a course. You can search our course catalog by number of CE credits
to find a course that matches your account balance.",Additional Questions,False,2024-11-04 22:39:43,2024-11-04 23:01:25
422353000062416281,Does the membership plan automatically renew? & How do I cancel my membership?,"This membership automatically renews at the end of the
membership period, unless cancelled in advance. You will receive an email
notification informing you of the renewal. To Cancel: You can cancel at any time while retaining your benefits
until the end of the membership period. To cancel go to My Membership, click on the Manage button in the
yellow box on the right hand side. On the right hand side you can choose Cancel
Subscription.",Additional Questions,False,2024-11-04 22:41:12,2024-11-04 23:00:59
422353000062416323,Can I get a refund on the membership plan?,"Within the first 30 days of purchase, we will offer a full
refund, less the retail cost of any completed courses, webinars, or trainings.",Additional Questions,False,2024-11-04 22:42:04,2024-11-04 23:00:29
422353000062416359,How do I know how many courses or webinars I have remaining?,"At this time our system does not provide a summary (though
we are working on it). In order to see how many courses/webinars you have in
your account, you can start the process of purchasing a course/webinar and
during checkout, the system will let you know how many CEs/webinars you have
used. You can cancel check out if you do not want to proceed with the purchase.",Additional Questions,False,2024-11-04 22:42:46,2024-11-04 22:59:55
422353000062416399,Can I still use tokens I have in my account?,"While we are discontinuing sale of token packages, individual
tokens remain available for purchase. You can continue to use any remaining
tokens. For those so desiring, this membership package can be
purchased with 25 tokens. Please contact support@zurinstitute.com for more
information.",Additional Questions,False,2024-11-04 22:43:33,2024-11-04 22:59:20
422353000005628125,Where is my Final Certificate?,"Hello XX, Congratulations on the completion of the  ""Certificate Program in 
TeleMental Health & Digital Ethics"". Final certificates are  manually compiled and 
emailed within a few days of completion, so you can expect to see yours shortly. Let me know if you have further questions. Sincerely, Lynn Support Team Zur Institute",Boilerplate Templates,False,2019-08-12 11:50:36,2021-07-19 01:15:23
422353000005628361,Setting Up New ZI Contractor,"In order to set you up in our accounting system, please complete and sign a copy of the W-9 form: https://www.irs.gov/pub/irs-pdf/fw9.pdf You can scan the completed and signed form and email it back or submit as an attached file to a ticket in our secure Help Portal . We also need the following direct deposit bank info: Bank Name and address Routing number Account number Account type (checking or savings) Best wishes, Karl Forsyth Accounting/Finance Zur Institute 707-703-9088",Boilerplate Templates,False,2019-08-23 01:54:18,2020-03-04 06:12:56
422353000005628365,Boilerplate: Links to Private Practice Forms,I am sorry you are having difficulties  with the automatic download email with the encrypted link to your private practice material purchase. It is most probable that the email with the download information went to the spam mailbox in your email program. No worries. Here is the direct link to your purchase: (pick one and erase the rest) COVID-19 Forms https://www.zurinstitute.com/online/COVID-19 Informed Consent Addendum Updated.docx Teletherapy In The Time of COVID https://www.zurinstitute.com/online/covid_KK.html Clinical Forms https://www.zurinstitute.com/online/clinicalforms2018_58.doc https://www.zurinstitute.com/online/clinicalforms2020_60.docx HIPAA Kit https://www.zurinstitute.com/online/hipaakit_9th_ed.pdf Private Practice Handbook https://www.zurinstitute.com/online/pphandbook_6th_ed.pdf Private Practice Essentials https://www.zurinstitute.com/online/clf-hipaa.html Private Practice Essentials II https://www.zurinstitute.com/online/clf-ppe2.html (make sure you erased the rest) Please let me know if I can be of further assistance.,Boilerplate Templates,False,2019-08-26 05:23:02,2021-05-06 04:07:09
422353000005628367,Discount Promotion Code - issueing first one,"Dear xx: We, at the Zur Institute, wanted to take the time to thank you for your interest in our courses. We would like to offer you and your staff a promotion/discount code of 77ZUR good for 15% off all our 125+
online CE courses, see https://www.zurinstitute.com/subjects/ and Pre-Licensing courses at https://www.zurinstitute.com/pre-licensing-courses, as well as our private practice tools at https://www.zurinstitute.com/private-practice-tools/ . The Zur
Institute is accredited to give CE credits for Psychologists, Social Workers, MFTs, LCSWs, and LPCCs, and many more professions (details at https://www.zurinstitute.com/licensing-board-approvals/ ). We hope that, with all your future purchases, you will take advantage of this
discount code. And please feel free to forward this e-mail to your colleagues
and staff so they, too, can use the 77ZUR code to receive a 15% discount off
their future purchases at the Zur Institute. Sincerely, Deborah Porter Director of Operations Zur Institute",Boilerplate Templates,False,2019-08-28 00:15:01,2022-02-02 21:47:39
422353000005628371,Are your Clinical Forms reviewed by a lawyer,"In response to your question whether the clinical forms have been 
reviewed by a lawyer, we would like to tell you that while the forms 
have been generally/generically reviewed by an attorney, we do not give a
 guarantee that they are legally proofed for different specific set ups and states.
  Laws and regulations vary from state to state and at times according 
to the profession (i.e. social workers v. psychologists v. counselors, 
etc.) the type of practice and clientele and the setup.  It is your
responsibility to verify that the forms are legally, ethically and 
administratively correct for your specific practice.",Boilerplate Templates,False,2019-08-28 06:57:10,2020-03-04 06:11:20
422353000005628375,Refund Issued/Courses Removed from Account,"Hello xx, I am sorry to hear about your situation. It is not uncommon unfortunately. You have asked for a refund which we have honored. We have refunded your cc payment for $156 which should show in your account in 3-5 business days. We have also removed the course/s from your account. Please don't hesitate to reach out to us if you need anything in the future. Deborah Porter Director of Operations Zur Institute, Inc. Hello xx, You have asked for a refund for 
your order xxxx. We have refunded your cc payment for $xx which 
should show in your account in 3-5 business days. We have also removed 
the courses from your account. OR (for exchange) Hello xx, You have asked to exchange the course xxx for the course xxx. Although we are unable to do this, what we can do is issue a refund, which we have done for $xx which should show in your account in 3-5 business days. We have also removed the course from your account. You are now free to order your desired course, xxxx at xxxx. And let me offer you a promotion code good for 10% off your purchase, 77ZUR (enter when asked for promotion code and click Apply) Please don't hesitate to call on me if you need anything in the future. Please let us know if we can be of any further assistance. OR I am sorry to hear that you are not happy with your purchase. If you are
 dissatisfied with the course, we can refund it for you and remove it from you 
account. Let me know what we can do to help you further with this 
situation. (you can always offer another course of equal CEUs gratis if you think it appropriate) OR Dear XX, I am so sorry that you are dissatisfied
      with the Foundations in Clinical Supervision course. If you would tell us specifically what you were not happy with, we can look at it and change if necessary. I will forward your comments to our Director, Dr. Zur, for his review.
      I have
      refunded your purchase of $59, which should show in your cc
      account in 3-5 business days. I have left the course in your
      account should you wish to complete if at any time. To apologize for your disappointment in this course, I would also
      like to offer you a promotion code of 77ZUR good for 10% off all
      future purchases of our 125+ online CE courses at https://www.zurinstitute.com/alphabetical-index/ as well as our Private Practice Tools at https://www.zurinstitute.com/private-practice-tools/ . Please don't hesitate to call on me if you need anything in the
      future. Please let us know if we can be of any further assistance.",Boilerplate Templates,False,2019-08-29 03:50:40,2021-09-23 20:07:19
422353000005628381,Updating Certificates of Completion,"Please update your Profile in your account how you would like your certificate to read. Refresh the browser and download the certificate again. If you do not see the changes that you made please let me know. Thank you,",Boilerplate Templates,False,2019-09-06 08:19:41,2022-06-16 01:25:36
422353000005628389,Record Keeping Specific to CA?,"Hello xx, Regarding your inquiry about the course on Record Keeping and the Clinical Forms that go with it ( https://www.zurinstitute.com/course/record-keeping/ ; https://www.zurinstitute.com/forms.html#formsindex ): The forms are general and 
apply to most states. Geared toward psychotherapists and 
counselors nationwide, in fact world-wide, they have been created by Dr. Zur in California and are, therefore, more 
specific for California. Each practitioner should 
adapt the forms to their own specific needs as determined by the type of
 practice, type of license and their state laws and professional 
associations guidelines. I hope this helps. Please let me know if I can be of further assistance. Lynn Support Team Zur Institute, Inc.",Boilerplate Templates,False,2019-09-20 00:48:45,2020-03-04 06:12:30
422353000005628395,Refund Guaranty,"If the course you purchase does not meet your needs, you may receive a full refund - as long as you did NOT complete it -  - no questions asked.  So there are no risks in trying it out. We will either replace the course with another of your choosing – up to 6
 months after date of purchase as long as the course has NOT been 
completed. Or provide a full refund up to 30 days after date of purchase
 as long as the course has NOT been completed.",Boilerplate Templates,False,2019-10-05 07:50:34,2023-01-04 22:52:49
422353000005628397,Are supervision courses approved in New Jersey?,"Good morning xx, This is a very good question. We ARE approved by ASWB to offer continuing education courses for Social
 Workers provider #1113, but New Jersey requires that providers be New 
Jersey-specific approved (see https://www.aswb.org/ace/ace-jurisdiction-map/ ). We are not as yet. See our Board Approvals for Social Workers at https://www.zurinstitute.com/licensing-board-approvals/#social-workers However from the New Jersey Office of the Attorney General , see https://www.njconsumeraffairs.gov/sw/Continuing%20Education/Approved-Clinical-Supervision-Courses.pdf: The fo llowin g cou rsework was reviewed by the Board an d is Approv ed to m eet the requ irem ents accord ing to N.J.A.C. 13:44 G-8.1(a)4: The prog rams below a re each cre dited for Clinical hours. Those desig nated by (E) ma y also be c redited f or Ethics hours. and if you search this document you will see two listings for Zur Institute, the second of which shows 4 courses: Foundations of Clinical Supervision https://www.zurinstitute.com/course/clinical-supervision/ ﻿ Effective and Ethical Supervision in Psychotherapy & Counseling (this was Su perv is io n: Adv an ced To pi cs , Ethi cs an d La w updated) https://www.zurinstitute.com/course/supervision-advanced/ Supervision: Advanced Topics, Ethics and Law (this is Supervision II updated) https://www.zurinstitute.com/course/supervision-advanced-ethics-law/ Supervision in Social Work Practice (this is Supervision III updated) https://www.zurinstitute.com/course/supervision-social-work/ and in May 2019 from a Continuing
              Education Specialist
              from the Association
              of Social Work Boards : I don’t know
            how your courses (Zur Institute) ended up on their list . But, based on the fact that the document
            clearly states “ The following coursework was reviewed by the Board and is Approved to meet the
              requirements according to N.J.A.C. 13:44
          G-8.1(a)4:” and those courses are included in that list, I
          would feel confident telling the social worker he/she can take
          them – in my professional opinion. If, for some reason, they
          would question it, he/she will want to have that list printed and
          kept with his/her records. I hope this helps. Deborah Porter Director of Operations Zur Institute, Inc.",Boilerplate Templates,False,2019-11-18 22:31:42,2020-03-04 12:28:49
422353000005628403,Forms in Record Keeping course-can't find,"Good morning xx, You will find the Clinical Forms in your Record Keeping course materials: Section 7: Clinical Forms This course includes the 
Essential Clinical Forms that can be implemented into your practice 
right away. We encourage therapists to make adjustments so the forms 
reflect you and are relevant to your practice and the populations you 
treat. 13. Clinical Forms I hope this helps. xx, Support Team Zur Institute",Boilerplate Templates,False,2020-01-27 00:13:54,2021-08-19 03:55:49
422353000005628409,Access to expired courses,"Hello XX, You
 have 3 years from the date of purchase to complete the course due to 
the need for updates to courses as required. Since you purchased this course in xxxx, 
the version you are clicking on has expired. You can view your purchases
 with dates etc by going to My Account/Order History and choose All 
Time. I have had that course removed from your My Account courses to 
avoid further confusion. Please let me know if I can be of further assistance. Sincerely, XXX, Support Team Zur Institute, Inc.",Boilerplate Templates,False,2020-02-13 06:32:13,2020-03-04 12:28:23
422353000005628411,Access to course materials after completing course,"Hello, To
 access the course material once you have completed a course, just sign 
in and find the completed course to which you would like access to the materials and click ""Review"". There will appear a link below 
""Materials"" that says ""Educational Content"". Click on that link. That 
will open a new tab in your browser where you will have all the course 
materials again. This link does not expire. Let me know if I can be of further assistance. Lynn, Support Team Zur Institute, Inc.",Boilerplate Templates,False,2020-03-02 20:49:50,2020-03-04 12:27:04
422353000005628413,Purchasing individual courses in certificate program and receiving final cert,"Hello xx, Our certificate programs are priced 
very low as they are treated as a package deal. But you can take 
individual courses
 within any certificate program and still receive a final certificate. 
You will need to notify us that you have done so on the completion 
of all the courses in that program as we have no way of tracking this otherwise. Also you will be paying full 
price/course if you purchase the program individually. I can offer you a
 10% discount on the courses you need in order to complete 
a certificate program. Simply use the code 77ZUR when prompted at checkout in
 the promotion code box. I hope this helps.. Lynn, Support Team Zur Institute, Inc.",Boilerplate Templates,False,2020-03-02 23:02:48,2020-03-04 12:38:01
422353000005628421,group discount AND group login vs individual AND all videos?,"Dear xx Thank you for your inquiry. We would love to offer you and your staff a promotion/discount code of FAU88 good for 10% off all our 130+
online CE courses and certificate programs, see https://www.zurinstitute.com/subjects/ , Pre-Licensing courses at https://www.zurinstitute.com/pre-licensing-courses, and private practice tools at https://www.zurinstitute.com/private-practice-tools/ . The Zur
Institute is accredited to give CE credits for Psychologists, Social Workers, MFTs, LCSWs, and LPCCs in CA,
counselors, and many more (details at https://www.zurinstitute.com/licensing-board-approvals/ ). Regretfully,
 at this time our individual profiles are geared for one 
student per email. Therefore, each of you must register under a 
different email. Also our process is an automated one, which means as 
each student completes all of the courses in the program, an individual 
final certificate of completion specific to the program is emailed 
directly to them within a couple of days. Re: your question about course materials, course format may include Articles, Audios, and/or Videos .
 All courses are not available in all formats. Course format is marked 
clearly on the course pages as is a statement such as ""This introductory
 level course includes 13 engaging and informative 
video interviews and 1 audio interview (transcripts available for all 
videos and audio), as well as several articles."" fyi: text transcripts 
are included for audios and videos. (see individual course pages for more info) . Course listings by format of course materials I hope this helps. Please let me know if I can be of further assistance. Most sincerely, xx ---------------- their letter: I am interested in getting many of our
          staff members telehealth trained through a certificate course.
          I was wondering if you offer a group discount? Also, is your
          program mostly watching videos or reading? If it is
          predominately videos, would we be able to watch them as a
          group under 1 account then take the tests individually or do
          we need to all watch and complete them through our own
          individual log in?",Boilerplate Templates,False,2020-03-05 20:45:13,2020-03-05 20:50:51
422353000005628423,Closing support ticket,"Dear I'm closing this support ticket, but if you still need assistance or should you have additional 
questions, you can simply respond to this communication to 
reopen the ticket or you can create a follow-up ticket to this one. Thank you, xx Support Team Zur Institute, Inc.",Boilerplate Templates,False,2020-03-10 02:09:22,2020-03-10 02:12:08
422353000005628425,TeleMental Health Group Purchases - 2 options,"Hello Brandi We have received your inquiry about registering a group of students with one purchase for our TeleMental Health courses. To accommodate the many requests we are receiving to do this, we have designed the following: 1. We will call you to determine how many students you would like to enroll in what course. At that time we will securely process your payment. 2. We will then create that number of 100% off promotion codes good for the course. Each code will be uniquely numbered, something like: UK1, UK2, UK3 etc. These would be one-time use codes and each code will have an expiration date of one week. 3. We will send you a confirmation email with these codes for you to give to the students that you have paid for. 4. You will notify your students to click on the Order Program button for the specific course you have purchased for them which will prompt them to create their account/profile and to check out. When prompted for a promotion code, they will enter the code you delegated to them and click Apply which will bring the cost down to $0 for them. If this sounds like something you would like to participate in, please let us know a best time (with time zone you are in) and # to call to begin this process. Sincerely, Deborah Porter Director of Operations Zur Institute, Inc. OR Hello Stephen, We have received your inquiry about registering 7 of your counselors with one purchase for our TeleMental Health: The New Standard course at https://www.zurinstitute.com/course/telehealth/ . To accommodate the many requests we are receiving to do this, we have designed the following: 1. We will call you to securely process your payment by credit card. There will be a 10% discount applied to this purchase. 2. We will then create that number of 100% off promotion codes good for the course. Each code will be uniquely numbered, something like: UK1, UK2, UK3 etc. These would be one-time use codes and each code will have an expiration date of one week. 3. We will send you a confirmation email with these codes for you to give to the counselors that you have paid for. 4. You will notify your students to click on the Order Program button for the TeleMental Health: The New Standard course at https://www.zurinstitute.com/course/telehealth/ which you have purchased for them which will prompt them to create their account/profile and to check out. When prompted for a promotion code, they will enter the code you delegated to them and click Apply which will bring the cost down to $0 for them. If this sounds like something you would like to participate in, please let us know a best time (with time zone you are in-I am on EST) and # to call to begin this process. Thank you for your inquiry and I look forward to helping you. Sincerely, Deborah Porter Director of Operations Zur Institute, Inc.",Boilerplate Templates,False,2020-03-12 00:22:21,2021-09-23 20:08:25
422353000005628427,Certificate Program Cert Attached: TeleMental Health,"Zur Institute Certificate Program Cert Attached: TeleMental Health ​ Dear : Congratulations on completing our Certificate Program in TeleMental Health and Digital Ethics. I have attached the certificate of completion which is ready for you to print. Sincerely, Deborah Zur Institute",Boilerplate Templates,False,2020-03-12 19:47:04,2022-03-30 20:32:34
422353000005628429,Zur Institute TeleMental Health Codes and Instructions,"Hello Michael, It
 was a pleasure talking to you again this afternoon. Thank you for your 
purchase of 2 additional TeleMental Health Certificate Programs. Please confirm receipt of this email. Your codes are: METROSTATE07 and METROSTATE08 These will expire in one week. Should you need more just let me know and we can start again with another purchase. You
 may now notify your students of their individual code and instructions 
to click on the Order Program button for the TeleMental Health and 
Digital Ethics Certificate program at https://www.zurinstitute.com/course/certificate-program-in-telemental-health/ which
 will prompt them to create their account/profile/password and to check 
out. When prompted for a promotion code, they will enter the code you 
delegated to them and click Apply, which will bring the cost down to $0 
for them. They may then begin at any time completing the four courses 
in the program. fyi, the Sign In link is at the top right of all of our Zur Institute pages https://ce.zurinstitute.com/attendee/mycme/mycme.jsp . Thank you so much for your participation in this program. Deborah Porter Director of Operations Zur Institute",Boilerplate Templates,False,2020-03-12 23:37:48,2021-09-23 20:59:16
422353000005628431,Outgoing Help Desk Message: Welcome,Welcome to Zur Institute Customer Support. Your call may be recorded for quality assurance or training purposes. Please hold for the next available customer service representative. File attached: ZISupportWelcome3.mp3,Boilerplate Templates,False,2020-03-13 05:21:05,2020-03-13 05:55:09
422353000005628433,Outgoing Help Desk Message: Call Waiting,"Al of our agents are currently assisting other customers. Please stay on the line, and we will be with you shortly. File attached: ZICallWaiting.mp3",Boilerplate Templates,False,2020-03-13 05:35:48,2020-03-13 05:54:46
422353000005628435,Outgoing Help Desk Message: All Agents Busy,"All of our agents are currently assisting other customers. You can leave a voice message for us after the beep, or, you can email us at support@zurinstitute.com.",Boilerplate Templates,False,2020-03-13 05:46:20,2020-03-13 05:54:11
422353000005628437,Outgoing Help Desk Message: Agent Unavailable,"All of our agents are currently unavailable. You can leave a voice message for us after the beep, or, you can email us at support@zurinstitute.com.",Boilerplate Templates,False,2020-03-13 05:51:09,2020-03-13 05:53:42
422353000005628439,Outgoing Help Desk Message: Welcome and closed until Monday,"Welcome to Zur Institute Customer Support. Our office is closed for the weekend. We will reopen on Monday at 7:00am Eastern Standard Time. Please note that we are currently processing an unusually high volume of calls about our certificate program in Telemental Health. For fastest response during this extraordinary time, please send us an email concerning your request to support@zurinstitute.com . Thank you for calling Zur Institute! File attached: ZISupportWelcomeClosedTillMonday.mp3",Boilerplate Templates,False,2020-03-13 06:01:15,2021-09-23 20:59:16
422353000005628441,cannot find course taken previously,"Hello xx, Since you have taken the xx course before, look under completed courses for xx and you will see a new button that says either Begin or Resume. Here is a sample screen shot from my account (of course different course) of what you are looking for: Let me know if you need further assistance. Lynn, Support Team Zur Institute, Inc.",Boilerplate Templates,False,2020-03-16 00:32:57,2021-09-23 20:59:16
422353000005628443,telemental health release / informed consent template,We were informed that as of 3/18/2020 a telehealth release template through The Trust was just published today for free in case others are asking.,Boilerplate Templates,False,2020-03-18 00:20:28,2020-03-18 00:22:21
422353000005628445,Request for Consultation w/Dr. Zur,"Dear xx, We received your inquiry regarding the xx. You can review Dr. Zur’s consulting page at https://drzur.com/consulting-forensics/ and contact page https://drzur.com/contact-dr-ofer-zur/ . Please, follow up as you see fit. Deborah Porter Director of Operations Zur Institute, Inc.",Boilerplate Templates,False,2020-03-19 00:23:35,2020-03-19 00:24:05
422353000005628447,NBCC TeleMental Health approval status,"Hello, This took a bit of research as the phone lines are off line, per recording until March 25. If I read your inquiry correctly, you say that you ""purchased the courses below yesterday so that I could apply to practice telehealth counseling through NBCC (National Board of Certified Counselors)."" So to that I would explain that, per our website and the Telemental Health Certificate Program page at https://www.zurinstitute.com/course/certificate-in-telemental-health/ Disclaimer: The courses offered in this certificate program regarding TeleMental Health are purely educational and do not intend to serve as a license (or permission) to mental health professionals to employ telemental health in their practices . Check with your licensing board regulations, your state’s laws, and your professional ethics about employing TeleMental Health in your practice. So NBCC is correct in answering you in saying that Zur Institute courses would not allow you ""to practice telehealth counseling"". We would be educating you in the field of TeleMental Health Zur Institute IS approved by NBCC to offer ce courses, provider #6036, see their site: That said, w e have refunded your cc payment for $140.40 which should show in your account in 3-5 business days. We have also removed the courses from your account. Please let us know if we can be of further assistance. Deborah Porter Director of Operations Zur Institute, Inc.",Boilerplate Templates,False,2020-03-19 03:32:04,2020-03-19 03:32:25
